engine,scenario_id,route,decision_time_us,latency_ms,cost_usd,success,reward,agreement_with_rule,ctx_network_latency_ms,ctx_connectivity,ctx_cpu_available,ctx_priority,ctx_batch_size,ctx_cost_budget_usd,ctx_model_size_mb
RuleBased,51,edge,2.962,40.407,2e-05,True,-0.579,True,360.5128981729456,1,53.8415781934373,3,4,0.5,15.1
RuleBased,52,edge,3.007,28.487,2e-05,True,2.232,True,617.1427275259127,1,81.97766452256673,3,4,2.0,15.1
RuleBased,53,edge,3.0,47.071,2e-05,True,0.382,True,689.5393765299876,1,55.87489696452607,3,1,1.0,6.2
RuleBased,54,edge,3.265,25.421,2e-05,True,2.728,True,786.5871284144177,1,73.95715970867136,3,8,0.5,15.1
RuleBased,55,edge,3.21,37.773,2e-05,True,-0.864,True,723.073525533772,1,57.18439752653727,4,4,2.0,9.4
RuleBased,56,edge,2.91,41.593,2e-05,True,1.875,True,596.9579805817223,1,63.70313290395672,3,4,0.5,15.1
RuleBased,57,edge,3.161,29.928,2e-05,True,-0.102,True,534.7421990275445,1,64.2428350798032,5,4,2.0,9.4
RuleBased,58,edge,3.26,21.233,2e-05,True,0.14,True,707.9148629075128,1,71.95581591597676,5,4,2.0,9.4
RuleBased,59,edge,3.127,29.604,2e-05,True,-1.355,True,412.0822647334837,1,76.97600368438346,5,1,0.5,15.1
RuleBased,60,hybrid,3.43,352.142,0.004,True,-50.438,True,612.0747211427968,1,68.6314666437518,5,8,2.0,15.1
RuleBased,61,edge,3.156,40.957,2e-05,True,0.825,True,647.79637359917,1,88.2580317216968,4,2,1.0,15.1
RuleBased,62,edge,3.038,33.07,2e-05,True,-1.569,True,467.6498322910733,1,42.07942975213007,3,2,1.0,9.4
RuleBased,63,edge,2.965,35.855,2e-05,True,1.265,True,593.5243925341252,1,57.86116590127526,2,2,2.0,15.1
RuleBased,64,edge,3.133,39.595,2e-05,True,0.879,True,566.0054465580566,1,61.13264514344115,5,2,0.5,6.2
RuleBased,65,edge,3.059,39.688,2e-05,True,-2.967,True,491.60248259152013,1,47.237279476202275,5,1,2.0,15.1
RuleBased,66,edge,2.845,45.601,2e-05,True,-1.634,True,639.5321812113078,1,40.09963506531456,3,4,0.5,15.1
RuleBased,67,edge,3.001,35.86,2e-05,True,0.153,True,419.40172776411015,1,70.50092989510114,4,4,0.5,15.1
RuleBased,68,edge,2.927,28.022,2e-05,True,1.19,True,382.9089892770302,1,53.12855989372532,3,1,1.0,9.4
RuleBased,69,hybrid,3.405,246.666,0.004,True,-36.681,True,404.4223815203967,1,65.94731757306562,5,8,1.0,6.2
RuleBased,70,edge,2.88,20.805,2e-05,True,2.23,True,381.06568605132964,1,88.77270761425305,3,4,2.0,6.2
RuleBased,71,edge,3.004,32.041,2e-05,True,0.699,True,425.75368394144556,1,61.629831010949644,4,4,1.0,9.4
RuleBased,72,edge,2.882,34.461,2e-05,True,1.131,True,429.534468341012,1,80.31888450049124,3,4,1.0,15.1
RuleBased,73,edge,3.21,34.239,2e-05,True,-2.604,True,521.7324293836504,1,47.7189272052317,4,2,1.0,9.4
RuleBased,74,edge,3.265,44.78,2e-05,True,0.025,True,726.0407354908491,1,56.001727903804124,3,8,0.5,15.1
RuleBased,75,edge,3.07,33.911,2e-05,True,0.379,True,632.0945648154586,1,51.714644853685655,3,1,1.0,15.1
RuleBased,76,edge,3.134,42.629,2e-05,True,-0.379,True,556.1287808041003,1,60.06224259713676,4,4,1.0,6.2
RuleBased,77,edge,3.215,22.483,2e-05,True,1.708,True,655.6287277133712,1,86.14470433245764,4,2,1.0,15.1
RuleBased,78,edge,2.909,35.596,2e-05,True,2.678,True,498.7004609928587,1,86.14454112938176,3,1,2.0,15.1
RuleBased,79,hybrid,3.531,260.957,0.004,True,-36.645,True,463.4783060011986,1,56.700684494879624,4,8,1.0,9.4
RuleBased,80,edge,2.952,19.736,2e-05,True,0.923,True,355.28930624479807,1,77.8635042234775,3,4,0.5,6.2
RuleBased,81,edge,2.974,25.175,2e-05,True,1.916,True,705.8351464995108,1,65.74707764271997,2,4,2.0,15.1
RuleBased,82,edge,2.904,41.804,2e-05,True,2.898,True,434.44367641607334,1,78.44694123096508,3,2,0.5,9.4
RuleBased,83,edge,3.105,28.445,2e-05,True,0.436,True,442.8669160063336,1,73.6571463088608,5,1,1.0,15.1
RuleBased,84,edge,2.854,21.541,2e-05,True,0.971,True,584.8103661575402,1,69.45303900508488,3,1,1.0,6.2
RuleBased,85,edge,3.04,42.619,2e-05,True,0.6,True,433.36618280116136,1,76.71253193669999,3,8,1.0,9.4
RuleBased,86,edge,3.029,26.063,2e-05,True,0.7,True,493.01823320219546,1,63.98462118780225,3,4,0.5,15.1
RuleBased,87,edge,3.171,32.049,2e-05,True,-2.628,True,570.5021471526879,1,41.08870658303759,4,4,0.5,9.4
RuleBased,88,edge,2.984,30.845,2e-05,True,1.393,True,473.13565783599154,1,82.11235595201919,5,2,0.5,9.4
RuleBased,89,edge,3.119,29.71,2e-05,True,1.185,True,738.3201329339254,1,76.29454326706524,4,4,2.0,6.2
RuleBased,90,edge,3.064,25.054,2e-05,True,2.659,True,733.8723982076001,1,88.72268495054652,3,8,2.0,9.4
RuleBased,91,edge,2.87,31.542,2e-05,True,-1.727,True,512.03568377735,1,43.90339791359614,3,2,2.0,15.1
RuleBased,92,edge,2.844,27.557,2e-05,True,1.821,True,740.735828669912,1,71.52706813304283,2,2,1.0,6.2
RuleBased,93,edge,2.984,46.193,2e-05,True,0.467,True,444.3515650409805,1,65.40171513538218,3,2,2.0,9.4
RuleBased,94,edge,3.159,30.691,2e-05,True,1.119,True,411.5199022106777,1,73.9245605619938,4,4,2.0,15.1
RuleBased,95,edge,3.082,38.279,2e-05,True,0.415,True,676.7681918486371,1,49.45267496704786,3,2,0.5,15.1
RuleBased,96,edge,2.868,27.958,2e-05,True,1.15,True,607.8240694663305,1,80.09265104928747,3,4,0.5,6.2
RuleBased,97,edge,3.007,22.411,2e-05,True,0.798,True,470.4013450696766,1,67.01596010213731,3,8,0.5,15.1
RuleBased,98,hybrid,3.334,205.991,0.004,True,-32.049,True,374.13925333404046,1,49.28170818087695,5,8,0.5,9.4
RuleBased,99,hybrid,3.396,250.737,0.004,True,-32.246,True,449.4214466330398,1,58.207839462170504,4,8,0.5,9.4
DecisionTree,0,edge,223.169,39.844,2e-05,True,2.173,True,403.6039482337834,1,65.12578776156252,3,1,2.0,15.1
DecisionTree,1,hybrid,81.496,342.712,0.004,True,-48.656,True,600.4515598660464,1,79.16866912415952,5,8,1.0,6.2
DecisionTree,2,edge,61.72,30.552,2e-05,True,-3.014,True,351.14067849808873,1,44.03618332398554,4,1,0.5,15.1
DecisionTree,3,edge,53.377,28.183,2e-05,True,-0.928,True,570.6290308812635,1,55.711656291121486,3,4,1.0,15.1
DecisionTree,4,edge,49.302,46.793,2e-05,True,-0.749,True,581.1143959833149,1,43.815995053616156,3,4,1.0,6.2
DecisionTree,5,edge,46.615,38.968,2e-05,True,1.77,True,744.4136644911599,1,75.19877706334566,3,1,1.0,9.4
DecisionTree,6,edge,44.651,30.751,2e-05,True,1.22,True,539.9978733867995,1,59.93866633287397,2,8,1.0,15.1
DecisionTree,7,hybrid,44.386,398.166,0.004,True,-56.412,True,711.1471618530604,1,83.33773687488036,5,8,1.0,9.4
DecisionTree,8,edge,43.826,37.96,2e-05,True,-0.581,True,603.8000581175454,1,89.11317247122153,5,1,0.5,6.2
DecisionTree,9,edge,44.151,33.043,2e-05,True,-0.027,True,718.1594898700674,1,88.13626285816082,5,1,1.0,9.4
DecisionTree,10,edge,43.429,18.801,2e-05,True,0.441,True,414.0856494527377,1,84.21530747001142,4,1,2.0,9.4
DecisionTree,11,edge,43.626,38.034,2e-05,True,-0.018,True,671.5354917068713,1,87.98110238731861,5,4,1.0,15.1
DecisionTree,12,hybrid,45.444,431.807,0.004,True,-55.605,True,799.1977623733303,1,67.40742668502106,4,8,1.0,6.2
DecisionTree,13,hybrid,67.838,284.363,0.004,True,-39.882,True,482.46836494154405,1,53.451796773551735,5,8,1.0,9.4
DecisionTree,14,hybrid,50.372,426.303,0.004,True,-56.402,True,764.6793748432913,1,53.005525876823036,4,8,2.0,15.1
DecisionTree,15,edge,45.951,34.59,2e-05,True,0.06,True,758.2697999859524,1,81.57014611738515,4,1,2.0,15.1
DecisionTree,16,edge,44.408,27.821,2e-05,True,0.013,True,703.2878140583546,1,65.75866664157478,4,2,2.0,9.4
DecisionTree,17,edge,43.771,37.635,2e-05,True,2.317,True,773.0620017568232,1,72.42741199823698,2,4,0.5,15.1
DecisionTree,18,edge,43.692,45.733,2e-05,True,-0.812,True,735.4867725453516,1,47.31793398015007,2,1,1.0,15.1
DecisionTree,19,edge,44.697,22.296,2e-05,True,1.366,True,595.9657413473744,1,81.81775453800915,3,2,0.5,15.1
DecisionTree,20,edge,44.23,33.25,2e-05,True,0.353,True,370.0965843225624,1,67.32243089242536,3,4,0.5,9.4
DecisionTree,21,edge,45.17,37.443,2e-05,True,0.801,True,649.0615964858193,1,68.71417953428917,3,8,2.0,6.2
DecisionTree,22,edge,45.935,45.873,2e-05,True,-0.73,True,562.8425878626892,1,46.56081399257386,2,4,1.0,15.1
DecisionTree,23,edge,46.366,32.748,2e-05,True,-1.262,True,422.0546817092237,1,46.76730676868482,5,4,1.0,9.4
DecisionTree,24,edge,45.542,26.476,2e-05,True,2.24,True,713.5977466914158,1,66.00154608745417,2,1,1.0,6.2
DecisionTree,25,edge,47.23,41.25,2e-05,True,0.207,True,373.1189178318524,1,57.35089221830384,2,1,2.0,9.4
DecisionTree,26,edge,45.165,33.659,2e-05,True,-2.064,True,497.4920239840262,1,55.18358604987725,4,1,1.0,15.1
DecisionTree,27,edge,44.949,28.562,2e-05,True,-1.261,True,628.3727132694601,1,48.53668010007239,4,2,2.0,9.4
DecisionTree,28,edge,43.604,48.421,2e-05,True,0.304,True,556.4677649676712,1,51.66632535997715,2,8,0.5,15.1
DecisionTree,29,edge,44.142,42.982,2e-05,True,-3.107,True,764.6549532414508,1,42.26182961770549,4,1,2.0,6.2
DecisionTree,30,edge,43.565,29.979,2e-05,True,1.952,True,567.7283526951483,1,73.93172877945636,5,2,0.5,6.2
DecisionTree,31,edge,58.914,42.113,2e-05,True,0.036,True,647.5503133980083,1,49.300261136133756,2,8,1.0,9.4
DecisionTree,32,edge,45.187,35.278,2e-05,True,0.435,True,434.23945236824215,1,48.734747493059814,3,8,1.0,6.2
DecisionTree,33,edge,45.046,44.109,2e-05,True,1.424,True,496.6051711417794,1,64.10263920001049,2,4,0.5,6.2
DecisionTree,34,edge,44.181,52.004,2e-05,True,-0.369,True,352.2076255019996,1,44.65597990103839,4,4,2.0,15.1
DecisionTree,35,edge,44.843,35.046,2e-05,True,-3.676,True,432.1031587760104,1,41.35923860667279,5,4,2.0,15.1
DecisionTree,36,edge,44.56,29.496,2e-05,True,-2.14,True,706.3113528659227,1,50.82712229702379,5,4,2.0,15.1
DecisionTree,37,edge,44.72,47.172,2e-05,True,-0.047,True,446.4957736911308,1,54.73500600562669,2,2,1.0,6.2
DecisionTree,38,edge,44.336,34.858,2e-05,True,0.646,True,779.694053130029,1,48.5637543745472,3,4,2.0,15.1
DecisionTree,39,edge,45.902,28.205,2e-05,True,0.361,True,397.8440122901053,1,55.67754532277065,3,1,1.0,6.2
DecisionTree,40,edge,45.275,40.59,2e-05,True,-0.843,True,467.386234665333,1,43.14395390967672,4,4,0.5,6.2
DecisionTree,41,edge,44.019,42.385,2e-05,True,-1.503,True,393.4024610061304,1,41.148885231434804,3,4,1.0,15.1
DecisionTree,42,edge,43.933,25.279,2e-05,True,2.673,True,631.5774462716481,1,75.71081482438177,3,8,2.0,6.2
DecisionTree,43,edge,44.147,32.154,2e-05,True,1.69,True,617.3258498922096,1,61.30619845506254,3,1,2.0,15.1
DecisionTree,44,edge,45.218,37.737,2e-05,True,-0.421,True,788.4299290603356,1,52.578878324123956,2,4,2.0,15.1
DecisionTree,45,edge,44.13,40.476,2e-05,True,0.392,True,546.5336113817084,1,41.18316571467777,2,4,1.0,9.4
DecisionTree,46,edge,44.414,32.977,2e-05,True,0.831,True,493.49713484587323,1,85.14802397052574,3,4,2.0,6.2
DecisionTree,47,edge,45.851,34.994,2e-05,True,0.782,True,674.755202224191,1,45.62988004167532,2,1,0.5,15.1
DecisionTree,48,edge,43.506,39.146,2e-05,True,1.363,True,509.31829227975516,1,72.3946732928275,4,1,2.0,6.2
DecisionTree,49,edge,57.345,42.63,2e-05,True,0.273,True,510.1871530479501,1,59.20529580756357,3,8,0.5,6.2
DecisionTree,50,edge,45.334,24.272,2e-05,True,2.711,True,594.3171788959779,1,73.0781343271087,3,8,0.5,6.2
DecisionTree,51,edge,44.348,40.407,2e-05,True,-0.579,True,360.5128981729456,1,53.8415781934373,3,4,0.5,15.1
DecisionTree,52,edge,43.958,28.487,2e-05,True,2.232,True,617.1427275259127,1,81.97766452256673,3,4,2.0,15.1
DecisionTree,53,edge,43.665,47.071,2e-05,True,0.382,True,689.5393765299876,1,55.87489696452607,3,1,1.0,6.2
DecisionTree,54,edge,43.875,25.421,2e-05,True,2.728,True,786.5871284144177,1,73.95715970867136,3,8,0.5,15.1
DecisionTree,55,edge,43.985,37.773,2e-05,True,-0.864,True,723.073525533772,1,57.18439752653727,4,4,2.0,9.4
DecisionTree,56,edge,44.018,41.593,2e-05,True,1.875,True,596.9579805817223,1,63.70313290395672,3,4,0.5,15.1
DecisionTree,57,edge,43.535,29.928,2e-05,True,-0.102,True,534.7421990275445,1,64.2428350798032,5,4,2.0,9.4
DecisionTree,58,edge,43.564,21.233,2e-05,True,0.14,True,707.9148629075128,1,71.95581591597676,5,4,2.0,9.4
DecisionTree,59,edge,44.115,29.604,2e-05,True,-1.355,True,412.0822647334837,1,76.97600368438346,5,1,0.5,15.1
DecisionTree,60,hybrid,43.798,352.142,0.004,True,-50.438,True,612.0747211427968,1,68.6314666437518,5,8,2.0,15.1
DecisionTree,61,edge,45.088,40.957,2e-05,True,0.825,True,647.79637359917,1,88.2580317216968,4,2,1.0,15.1
DecisionTree,62,edge,43.703,33.07,2e-05,True,-1.569,True,467.6498322910733,1,42.07942975213007,3,2,1.0,9.4
DecisionTree,63,edge,43.688,35.855,2e-05,True,1.265,True,593.5243925341252,1,57.86116590127526,2,2,2.0,15.1
DecisionTree,64,edge,43.775,39.595,2e-05,True,0.879,True,566.0054465580566,1,61.13264514344115,5,2,0.5,6.2
DecisionTree,65,edge,44.202,39.688,2e-05,True,-2.967,True,491.60248259152013,1,47.237279476202275,5,1,2.0,15.1
DecisionTree,66,edge,44.478,45.601,2e-05,True,-1.634,True,639.5321812113078,1,40.09963506531456,3,4,0.5,15.1
DecisionTree,67,edge,56.376,35.86,2e-05,True,0.153,True,419.40172776411015,1,70.50092989510114,4,4,0.5,15.1
DecisionTree,68,edge,45.764,28.022,2e-05,True,1.19,True,382.9089892770302,1,53.12855989372532,3,1,1.0,9.4
DecisionTree,69,hybrid,45.67,246.666,0.004,True,-36.681,True,404.4223815203967,1,65.94731757306562,5,8,1.0,6.2
DecisionTree,70,edge,45.567,20.805,2e-05,True,2.23,True,381.06568605132964,1,88.77270761425305,3,4,2.0,6.2
DecisionTree,71,edge,43.842,32.041,2e-05,True,0.699,True,425.75368394144556,1,61.629831010949644,4,4,1.0,9.4
DecisionTree,72,edge,44.228,34.461,2e-05,True,1.131,True,429.534468341012,1,80.31888450049124,3,4,1.0,15.1
DecisionTree,73,edge,43.695,34.239,2e-05,True,-2.604,True,521.7324293836504,1,47.7189272052317,4,2,1.0,9.4
DecisionTree,74,edge,44.794,44.78,2e-05,True,0.025,True,726.0407354908491,1,56.001727903804124,3,8,0.5,15.1
DecisionTree,75,edge,43.921,33.911,2e-05,True,0.379,True,632.0945648154586,1,51.714644853685655,3,1,1.0,15.1
DecisionTree,76,edge,44.863,42.629,2e-05,True,-0.379,True,556.1287808041003,1,60.06224259713676,4,4,1.0,6.2
DecisionTree,77,edge,43.603,22.483,2e-05,True,1.708,True,655.6287277133712,1,86.14470433245764,4,2,1.0,15.1
DecisionTree,78,edge,44.307,35.596,2e-05,True,2.678,True,498.7004609928587,1,86.14454112938176,3,1,2.0,15.1
DecisionTree,79,hybrid,43.615,260.957,0.004,True,-36.645,True,463.4783060011986,1,56.700684494879624,4,8,1.0,9.4
DecisionTree,80,edge,43.642,19.736,2e-05,True,0.923,True,355.28930624479807,1,77.8635042234775,3,4,0.5,6.2
DecisionTree,81,edge,43.878,25.175,2e-05,True,1.916,True,705.8351464995108,1,65.74707764271997,2,4,2.0,15.1
DecisionTree,82,edge,43.822,41.804,2e-05,True,2.898,True,434.44367641607334,1,78.44694123096508,3,2,0.5,9.4
DecisionTree,83,edge,43.466,28.445,2e-05,True,0.436,True,442.8669160063336,1,73.6571463088608,5,1,1.0,15.1
DecisionTree,84,edge,43.915,21.541,2e-05,True,0.971,True,584.8103661575402,1,69.45303900508488,3,1,1.0,6.2
DecisionTree,85,edge,58.872,42.619,2e-05,True,0.6,True,433.36618280116136,1,76.71253193669999,3,8,1.0,9.4
DecisionTree,86,edge,44.98,26.063,2e-05,True,0.7,True,493.01823320219546,1,63.98462118780225,3,4,0.5,15.1
DecisionTree,87,edge,44.202,32.049,2e-05,True,-2.628,True,570.5021471526879,1,41.08870658303759,4,4,0.5,9.4
DecisionTree,88,edge,43.458,30.845,2e-05,True,1.393,True,473.13565783599154,1,82.11235595201919,5,2,0.5,9.4
DecisionTree,89,edge,45.614,29.71,2e-05,True,1.185,True,738.3201329339254,1,76.29454326706524,4,4,2.0,6.2
DecisionTree,90,edge,43.709,25.054,2e-05,True,2.659,True,733.8723982076001,1,88.72268495054652,3,8,2.0,9.4
DecisionTree,91,edge,43.573,31.542,2e-05,True,-1.727,True,512.03568377735,1,43.90339791359614,3,2,2.0,15.1
DecisionTree,92,edge,43.402,27.557,2e-05,True,1.821,True,740.735828669912,1,71.52706813304283,2,2,1.0,6.2
DecisionTree,93,edge,43.301,46.193,2e-05,True,0.467,True,444.3515650409805,1,65.40171513538218,3,2,2.0,9.4
DecisionTree,94,edge,43.444,30.691,2e-05,True,1.119,True,411.5199022106777,1,73.9245605619938,4,4,2.0,15.1
DecisionTree,95,edge,43.228,38.279,2e-05,True,0.415,True,676.7681918486371,1,49.45267496704786,3,2,0.5,15.1
DecisionTree,96,edge,42.502,27.958,2e-05,True,1.15,True,607.8240694663305,1,80.09265104928747,3,4,0.5,6.2
DecisionTree,97,edge,43.154,22.411,2e-05,True,0.798,True,470.4013450696766,1,67.01596010213731,3,8,0.5,15.1
DecisionTree,98,hybrid,45.037,205.991,0.004,True,-32.049,True,374.13925333404046,1,49.28170818087695,5,8,0.5,9.4
DecisionTree,99,hybrid,44.051,250.737,0.004,True,-32.246,True,449.4214466330398,1,58.207839462170504,4,8,0.5,9.4
RandomForest,0,edge,11729.363,39.844,2e-05,True,2.173,True,403.6039482337834,1,65.12578776156252,3,1,2.0,15.1
RandomForest,1,hybrid,11671.141,342.712,0.004,True,-48.656,True,600.4515598660464,1,79.16866912415952,5,8,1.0,6.2
RandomForest,2,edge,11744.653,30.552,2e-05,True,-3.014,True,351.14067849808873,1,44.03618332398554,4,1,0.5,15.1
RandomForest,3,edge,11787.645,28.183,2e-05,True,-0.928,True,570.6290308812635,1,55.711656291121486,3,4,1.0,15.1
RandomForest,4,edge,11790.349,46.793,2e-05,True,-0.749,True,581.1143959833149,1,43.815995053616156,3,4,1.0,6.2
RandomForest,5,edge,11879.71,38.968,2e-05,True,1.77,True,744.4136644911599,1,75.19877706334566,3,1,1.0,9.4
RandomForest,6,edge,11799.527,30.751,2e-05,True,1.22,True,539.9978733867995,1,59.93866633287397,2,8,1.0,15.1
RandomForest,7,hybrid,11773.1,398.166,0.004,True,-56.412,True,711.1471618530604,1,83.33773687488036,5,8,1.0,9.4
RandomForest,8,edge,11704.04,37.96,2e-05,True,-0.581,True,603.8000581175454,1,89.11317247122153,5,1,0.5,6.2
RandomForest,9,edge,11894.354,33.043,2e-05,True,-0.027,True,718.1594898700674,1,88.13626285816082,5,1,1.0,9.4
RandomForest,10,edge,13413.125,18.801,2e-05,True,0.441,True,414.0856494527377,1,84.21530747001142,4,1,2.0,9.4
RandomForest,11,edge,11830.332,38.034,2e-05,True,-0.018,True,671.5354917068713,1,87.98110238731861,5,4,1.0,15.1
RandomForest,12,hybrid,11732.858,431.807,0.004,True,-55.605,True,799.1977623733303,1,67.40742668502106,4,8,1.0,6.2
RandomForest,13,hybrid,11807.873,284.363,0.004,True,-39.882,True,482.46836494154405,1,53.451796773551735,5,8,1.0,9.4
RandomForest,14,hybrid,11780.877,426.303,0.004,True,-56.402,True,764.6793748432913,1,53.005525876823036,4,8,2.0,15.1
RandomForest,15,edge,11732.459,34.59,2e-05,True,0.06,True,758.2697999859524,1,81.57014611738515,4,1,2.0,15.1
RandomForest,16,edge,11767.008,27.821,2e-05,True,0.013,True,703.2878140583546,1,65.75866664157478,4,2,2.0,9.4
RandomForest,17,edge,12886.31,37.635,2e-05,True,2.317,True,773.0620017568232,1,72.42741199823698,2,4,0.5,15.1
